,0
0,1437404.8659668914
1,1433540.1095909188
2,1434803.1719968403
3,1439667.4325113
4,1439012.5889744135
5,1439012.5889744135
6,1439012.5889744135
7,1439012.5889744135
8,1438485.96316575
9,1439074.8110917541
10,1439571.467412582
11,1443618.7936244453
12,1443022.7425424396
13,1443022.7425424396
14,1443022.7425424396
15,1443022.7425424396
16,1443022.7425424396
17,1443022.7425424396
18,1443022.7425424396
19,1443022.7425424396
20,1443022.7425424396
21,1444149.5956512121
22,1443824.6981569408
23,1443578.8707321715
24,1443578.8707321715
25,1443578.8707321715
26,1443578.8707321715
27,1443578.8707321715
28,1443578.8707321715
29,1443578.8707321715
30,1443578.8707321715
31,1443578.8707321715
32,1443578.8707321715
33,1443578.8707321715
34,1443578.8707321715
35,1443578.8707321715
36,1443578.8707321715
37,1443578.8707321715
38,1443578.8707321715
39,1443578.8707321715
40,1443578.8707321715
41,1443578.8707321715
42,1443578.8707321715
43,1443578.8707321715
44,1443578.8707321715
45,1443578.8707321715
46,1443578.8707321715
47,1443578.8707321715
48,1443578.8707321715
49,1443578.8707321715
50,1443578.8707321715
51,1443578.8707321715
52,1443578.8707321715
53,1443578.8707321715
54,1443578.8707321715
55,1443578.8707321715
56,1443578.8707321715
57,1443578.8707321715
58,1443578.8707321715
59,1443578.8707321715
60,1443578.8707321715
61,1443578.8707321715
62,1443578.8707321715
