,0
0,-5926.889691152144
1,7072.418613608228
2,537.2386810772587
3,2344.1719048845116
4,6090.713236111449
5,-11626.857103040209
6,137.52508741617203
7,-4554.835278646555
8,1923.5657961885445
9,-1581.530992831802
10,247.9974216723349
11,1776.8399531710893
12,-18419.367933985544
13,-5059.870611551916
14,4702.8878317205235
15,5341.043469552882
16,1967.148685371969
17,-3797.5354387646075
18,-5863.137486305321
19,-3942.6399948580656
20,-6256.650093733799
21,-3830.8550847776933
22,674.8282661178382
23,-7465.131755203824
24,18096.741786930826
25,12703.318397355033
26,-3296.114686225541
27,8328.684903940652
28,1195.0364891898353
29,2671.4672415128443
30,6679.997687969357
31,-5324.686055921949
32,-4123.516834862996
33,-830.5276314604562
34,7777.284272782272
35,2916.070365190273
36,2299.166981426766
37,5046.44926858414
38,-1704.4990910647903
39,-1608.6925631361082
40,2072.3890085320454
41,2702.1547559204046
42,774.0255772580858
43,2866.979754531523
44,2889.8864667986054
45,14960.399868733017
46,883.9377619829029
47,8286.955048310338
48,14149.649714563042
49,10239.245656334562
50,-14246.655663998798
51,2973.410440229811
52,5866.180816601729
53,-3388.9183675504755
54,2026.3830480927136
55,-1338.8624696256593
56,1268.136792554753
57,1324.8128774238285
58,-914.1569117945619
59,-4040.7011942437384
60,1300.7190819727257
61,-1645.2838019242045
