,0
0,378.39200023934245
1,3082.834018896334
2,-2115.259412079351
3,2295.0505950797815
4,224.5454320735298
5,-2039.1080405968241
6,-10439.833262165543
7,5864.570908291265
8,-5185.002576769097
9,-4041.9520369712263
10,10902.406807664782
11,-1231.2646020527463
12,10277.357810135
13,19388.417675481644
14,-1202.6761802099645
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,135.97033156012185
23,-95.39580909721553
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,-363.65728891594335
38,6.4821120298001915
39,2076.736751093529
40,998.2237569978461
41,-686.5980004339945
42,-2080.388512581354
43,480.11306199943647
44,210.20542829693295
45,3342.8046136850026
46,-2012.544821979478
47,3988.806337491842
48,94.20593334781006
49,782.0776439176407
50,2668.427563698264
51,6433.385058667976
52,-2418.4761014417745
53,-7773.410581318429
54,985.4794049072079
55,277.8054302635137
56,-1208.5203573580366
57,-236.32775768684223
58,1440.1150974421762
59,-1696.6648638895713
60,1343.8369884395506
61,1855.20006801025
