,0
0,5450.330181265483
1,14636.412149472162
2,-1351.471923995996
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,-1119.2687374493107
51,663.1785130482167
52,-437.9897623145953
53,-4953.875601853477
54,-2833.302795348689
55,5377.242134124972
56,-3043.1103963840287
57,743.5821372168139
58,2540.94642711943
59,-8998.751798521727
60,6581.179472852964
61,4577.043188595446
