,0
0,-3426.8280373476446
1,3546.3263000096194
2,10181.507327223662
3,-1318.6601859687362
4,0.0
5,0.0
6,0.0
7,594.3721977395471
8,-3894.8610709109344
9,560.313462304417
10,2606.2415975325275
11,-388.85479162819684
12,-1046.157675817376
13,0.0
14,0.0
15,0.0
16,0.0
17,-2261.6383629410993
18,-210.50984273548238
19,-6021.994322337676
20,4965.949987662025
21,389.3686581486836
22,-594.9869260198902
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
