,0
0,1163011.3685373964
1,1169049.8484246985
2,1175657.2158452712
3,1176242.224428988
4,1176591.1610848508
5,1178742.234643131
6,1187182.1811782971
7,1187591.6807301075
8,1190486.772495441
9,1190946.717302721
10,1203039.708208305
11,1207265.599131676
12,1211554.0999233588
13,1216124.218647627
14,1213952.98556049
15,1218218.0629187706
16,1220314.0460066046
17,1226762.0286280822
18,1226078.08883678
19,1218129.3761471014
20,1219802.7931060486
21,1221691.4721307694
22,1221492.2984624044
23,1223897.8104992062
24,1224778.3920977397
25,1227102.9367915825
26,1228211.2340114852
27,1224216.7487129592
28,1222884.8014441063
29,1226362.72885263
30,1226470.9121352248
31,1219604.8771015024
32,1227172.2815111605
33,1225198.4243160512
34,1228702.0441091254
35,1238272.4472286443
36,1235996.8664586784
37,1237651.3119230587
38,1238034.6797898433
39,1253537.8024143456
40,1259638.1425509467
41,1280848.7614592605
42,1276304.9502683398
43,1282575.9434465703
44,1274335.9582180798
45,1273127.956444854
46,1275598.8432967095
47,1288913.6364431246
48,1289121.3833355156
49,1293640.6810708991
50,1298508.8396125822
51,1292971.662877598
52,1301259.8154972487
53,1307722.0244646652
54,1309029.2618334708
55,1313161.6041706915
56,1319613.1653538656
57,1318848.568707262
58,1323860.8404940728
59,1324179.9915849015
60,1325050.2240187386
61,1320771.2636279564
62,1325940.0326146742
