,0
395,1206976.570830596
396,1206918.540011771
397,1229234.8046680894
398,1226889.687711488
399,1229417.7674644368
400,1226970.781909592
401,1225686.7803223724
402,1234787.8875402573
403,1229523.7813592195
404,1202920.8368606507
405,1200429.8238748282
406,1199265.7082589401
407,1198341.416899243
408,1208889.8980533856
409,1205560.3694974785
410,1189339.0033277448
411,1183853.4574788809
412,1180757.6341595263
413,1163954.037810387
414,1168138.0179855016
415,1161741.2297266542
416,1182790.8993987136
417,1164681.4235238244
418,1165801.1557511052
419,1199794.7042049381
420,1205622.3587522137
421,1218546.3071330362
422,1203106.8753284288
423,1206841.1885825817
424,1209561.1976230051
425,1217909.892740158
426,1227057.2195744102
427,1224817.7819435932
428,1228630.783577671
429,1230325.1608606705
430,1229131.8226085324
431,1248596.8712270665
432,1246557.6000862492
433,1242553.0776337353
434,1233469.3966189702
435,1251985.6281329477
436,1247807.0044202572
437,1254545.9595817341
438,1250915.8611071333
439,1246619.0741793693
440,1253742.2588015941
441,1240096.8581207138
442,1262431.4685871715
443,1265801.8568689115
444,1264087.748976184
445,1272192.5457854937
446,1271018.058082707
447,1274310.4081880066
448,1281403.8585732202
449,1284865.9660564812
450,1284033.7333417926
451,1294430.702838282
452,1276693.4898474102
453,1293882.6020720715
454,1301378.4005056766
455,1298966.7769385877
456,1305283.9613374807
457,1307666.3027708342
458,1298426.4294789424
459,1300043.5119012794
460,1294114.074337074
461,1292558.4202043763
462,1303501.367864555
463,1306679.4945044497
464,1335010.6246520088
465,1337447.877834525
466,1333490.4838744523
467,1323792.5832304894
468,1330709.5415606254
469,1330965.4798577
470,1318962.618038043
471,1314968.5466816055
472,1288469.6637948486
473,1288828.5911350234
474,1308739.0352850093
475,1311577.6601086569
476,1307042.9918629113
477,1287579.9964049922
478,1305316.612019719
479,1292755.266054133
480,1293463.1245969622
481,1287324.2032187814
482,1313915.4816795595
483,1327299.7645934906
484,1327861.4837042089
485,1328118.3353057336
486,1331940.8660850576
487,1332306.3851803471
488,1332272.3359112279
489,1335992.827129825
490,1342613.6406877541
491,1343699.801277771
492,1338703.6587274421
493,1341172.80067498
494,1336862.52029144
495,1332704.577089915
496,1340076.2889852105
497,1343738.269292421
498,1346634.8412999494
499,1344604.0833810268
500,1348794.149410498
501,1349461.558775901
502,1347887.583081478
503,1347580.9042033283
504,1363436.4171851678
505,1364628.197550921
506,1369634.1557344093
507,1369188.6462809027
508,1367169.6196926504
509,1365373.3427633909
510,1373378.3590341173
511,1383436.391559328
512,1382010.178040813
513,1393394.6852891806
514,1401172.5613279217
515,1391618.8273677167
516,1388210.3040753196
517,1398102.581347318
518,1403990.2137060456
519,1401006.3028080133
520,1398266.6735877644
521,1402192.919086117
522,1380581.0370978243
523,1389794.250071852
524,1410797.107856853
525,1412494.1061598465
526,1417673.0840543266
527,1419200.5685062797
528,1428176.7637327623
529,1437169.2472812752
530,1434032.2905377166
531,1437989.009728081
532,1438700.6894266855
533,1442713.6130367978
534,1432787.556376481
535,1442510.6383834598
536,1443128.7557189867
537,1451587.2595776322
538,1439558.623391088
539,1438068.9735862273
540,1434536.6950429757
541,1439324.521280445
542,1452689.5145325637
543,1434499.879128396
544,1437658.0376626195
545,1461725.1441884271
546,1452168.5880251378
547,1440973.8821036937
548,1456162.9976617962
549,1451683.5054306996
550,1421385.7546752293
551,1428490.042777979
552,1424506.58476772
553,1413268.3079248741
554,1383147.0864874118
555,1406196.3119363994
556,1414402.6016623112
557,1439313.9421173467
558,1435732.449355169
559,1442295.7114314195
560,1449382.4078808716
561,1459469.3555114204
562,1454866.0176716952
563,1464534.4612159366
564,1474654.1877626546
565,1470905.0969751852
566,1478742.8451413212
567,1479900.0830930204
568,1483241.9125134028
569,1482588.4941723468
570,1483010.9639018227
571,1483271.8827068696
572,1474377.70067932
573,1453887.5590972407
574,1451268.7996319325
575,1454653.8699124625
576,1465623.3412678964
577,1448683.8278013694
578,1459443.3967859696
579,1483096.1575359055
580,1498517.322695671
581,1493798.7579309407
582,1505951.7512251486
583,1513681.5441404686
584,1521020.8062134252
585,1529973.5754623977
586,1526496.939892232
587,1518488.0557368298
588,1506955.8456835134
589,1489766.9535401145
590,1496079.1277936837
591,1503312.412575284
592,1510469.370529881
593,1488368.3956535233
594,1491727.7958605357
595,1483908.433849391
596,1475693.754098689
597,1469633.2831054009
598,1484771.8580448194
599,1492158.304940846
600,1477217.753245249
601,1464130.7927145713
602,1462899.2487668346
603,1471230.3845800902
604,1470292.1337870804
605,1474324.3501857412
606,1491330.8067022548
607,1459389.5879972556
608,1456748.9655025783
609,1447160.8865900715
610,1435264.547268504
611,1431438.3669139396
612,1431239.5876769724
613,1445352.2853411802
614,1425393.0453546378
615,1424576.1802230275
616,1441563.0306992854
617,1417634.5146262816
618,1426309.5790125926
619,1429197.0751838675
620,1437959.174761667
621,1452340.4597696385
622,1442285.7853331
623,1430180.994592821
624,1411607.79880556
625,1426700.102002732
626,1441449.8053814978
627,1453228.7804660753
628,1468371.9315069818
629,1489212.8404351613
630,1489797.3144790095
631,1496933.4405556137
632,1509356.475508685
633,1501624.719043641
634,1479767.0493317493
635,1471317.6961863074
636,1477089.8350311148
637,1473332.891146139
638,1482352.512336053
639,1474368.4315590144
640,1493028.2828109912
641,1497650.5832018051
642,1513879.4525245691
643,1513514.697335063
644,1504894.348088582
645,1497487.4979190037
646,1472469.3276283545
647,1466938.5204644355
648,1454679.8388442965
649,1453750.112398658
650,1421383.034188301
651,1423314.6587840202
652,1357782.547746475
653,1363431.2105158595
654,1278727.7808813746
655,1332917.5243900504
656,1265223.9389561382
657,1313555.3168463097
658,1326534.1812170835
659,1358114.170009591
660,1345947.2699431705
661,1346127.2743785745
662,1292601.719561382
663,1272316.984564456
664,1274132.1667081732
665,1316698.3188127126
666,1331242.3866674164
667,1313402.3512305662
668,1333054.2870969686
669,1360868.2273787581
670,1361512.2129827673
671,1365093.1914790662
672,1353099.5820858523
673,1323934.3916805135
674,1313930.7356220747
675,1347862.927366476
676,1334146.8217700284
677,1301137.1461872058
678,1311525.446800944
679,1318094.4036369072
680,1335989.2934136956
681,1358575.711666204
682,1369205.044819688
683,1359563.8654085125
684,1359981.7957432056
685,1327290.6849557527
686,1286130.6612445314
687,1290289.3313056768
688,1317597.2384674964
689,1328638.1685693008
690,1310539.0484499207
691,1322990.2677072457
692,1298641.0546595617
693,1270264.4404396173
694,1284099.02889008
695,1302206.6416161968
696,1315448.6091133174
697,1307789.368956867
698,1347361.403368323
699,1348500.3286289629
700,1358318.2340636738
701,1354729.9282839152
702,1376487.40599585
703,1357875.639138476
704,1373705.948265755
705,1362925.5557317329
706,1366621.8009101
707,1389992.683523118
708,1401867.452878387
709,1384464.2655240176
710,1398090.7023642692
711,1422771.2326674408
712,1423148.7660841292
713,1393507.3691111738
714,1362489.8349699925
715,1380707.9587893593
716,1399205.7562568113
717,1392807.8318571125
718,1399397.867393251
719,1410793.0329527918
720,1372346.6607256755
721,1381331.869135655
722,1402401.42625415
723,1393093.2930360958
724,1395027.9437035318
725,1374944.5502713583
726,1361146.1278965452
727,1358355.6541527112
728,1337554.095898068
729,1334135.0537248836
730,1311434.237782449
731,1306993.1078097196
732,1338027.8268699134
733,1340767.8751643687
734,1392732.269078727
735,1389758.2681466572
736,1390227.26217314
737,1401254.8023279666
738,1407424.9284921628
739,1414663.7653166302
740,1393794.8677621963
741,1412781.237994399
742,1397021.5092680992
743,1393082.20420787
744,1378167.2750708698
745,1381053.4820683831
746,1381317.5748891453
747,1373463.6525159804
748,1405392.1434567217
749,1406138.8506332512
750,1415100.4504185636
751,1430559.1109275655
752,1430449.972116267
753,1417193.8718781236
754,1429867.1436338623
755,1421952.594715598
756,1441862.0293304212
757,1444866.3320955508
758,1444405.6483876584
759,1440217.421262068
760,1442347.1138603794
761,1447235.3852861794
762,1445678.1762497686
763,1441602.8263800668
764,1436692.5906643316
765,1446002.6441837153
766,1456538.6599330686
767,1455479.00612265
768,1464473.0309300788
769,1467476.8319486398
770,1464515.1436762721
771,1474625.7785736334
772,1467911.2070367846
773,1462249.2452864759
774,1462652.288135428
775,1460788.4557555187
776,1469006.3082975638
777,1466171.4929392952
778,1478349.8911803411
779,1480985.4232887793
780,1485499.9531543516
781,1486190.9018199476
782,1493948.31127076
783,1485985.5130228933
784,1497509.5954718175
785,1500152.1635602568
786,1487342.0694439905
787,1501105.329659342
788,1505428.5008896668
789,1514378.6256181356
790,1513045.09813739
791,1516680.6893326638
792,1521532.4479922906
793,1522249.4340229328
794,1525352.5549725764
795,1521630.7255966293
796,1525274.8548820156
797,1524286.8264983469
798,1520317.8870016914
799,1503007.1112477453
800,1508875.210637694
801,1517729.0247653294
802,1519290.81445858
803,1523228.348037742
804,1544876.9120927057
805,1550440.5246479176
806,1552881.551664548
807,1551133.6032006473
808,1557958.5244763598
809,1550369.852657793
810,1542656.3858735862
811,1532977.097691626
812,1534157.2502200403
813,1553734.9958477751
814,1553221.061977946
815,1546222.574473518
816,1551430.6704005278
817,1556388.1973184843
818,1565475.2812312115
819,1561356.5686315084
820,1547349.431287724
821,1546938.880522592
822,1534728.3691762453
823,1513140.4792371592
824,1520946.4983691256
825,1533508.2091783679
826,1517817.1892049387
827,1516714.0830969024
828,1542048.0302853244
829,1535632.4723976871
830,1529846.0993985916
831,1534543.5173069176
832,1526943.7543376037
833,1528306.4020169936
834,1546002.371358676
835,1549757.3155674415
836,1550467.4844378817
837,1540324.827534155
838,1546421.5837278618
839,1542121.6583593765
840,1531718.1154892056
841,1510213.1053780313
842,1508620.1199331018
843,1504283.9183054506
844,1493189.978706178
845,1495459.1135362694
846,1489603.74890623
847,1474721.4905800202
848,1467610.3186483935
849,1461195.8975074214
850,1442347.224227556
851,1433047.657295135
852,1457278.9465847074
853,1455690.9928087671
854,1459823.9511254427
855,1462868.8114119626
856,1454916.2490313114
857,1468624.8204792046
858,1451446.5043013042
859,1445619.4139828733
860,1416449.4095979894
861,1415974.7320021281
862,1418547.217189395
863,1453325.68456994
864,1458935.8046923394
865,1468668.33181548
866,1452678.3534406594
867,1466753.622466827
868,1457728.5286920054
869,1477175.5218672187
870,1490276.8708321964
871,1492613.7630370352
872,1502566.4550830247
873,1497109.5116697773
874,1467396.9660391442
875,1475782.6376046438
876,1455120.9858163232
877,1460668.9299699545
878,1467691.2025391797
879,1463926.8394488904
880,1489462.987217331
881,1486625.3989897077
882,1492774.2293726318
883,1493554.6907658353
884,1481311.1256717874
885,1478553.0214450927
886,1468366.5197713803
887,1465469.0618167536
888,1458548.395047859
889,1478652.3345318416
890,1475610.7848799194
891,1482282.5498024928
892,1491366.3912316635
893,1499624.2047789819
894,1489514.4698356078
895,1479917.6710251814
896,1472847.9752947441
897,1467391.3197376002
898,1478494.4849382793
899,1498209.5633806817
900,1500679.789466777
901,1494864.1210637214
902,1493235.0169734017
903,1486041.3260801968
904,1504295.5725615053
905,1506203.5675138712
906,1513852.4952184048
907,1513768.8873658553
908,1513709.323484643
909,1516791.1385505442
910,1516205.2875931559
911,1517014.0187104894
912,1517581.7861892006
913,1526220.676891224
914,1530665.3470970476
915,1534232.6446973882
916,1527802.7920557158
917,1528433.802704108
918,1520587.5874201194
919,1527740.3304301214
920,1529292.6653272717
921,1527287.286937916
922,1528513.9423294258
923,1519736.4607964978
924,1525554.3268811796
925,1523999.549355434
926,1526173.8280338002
927,1545216.0384985437
928,1548220.4269434423
929,1537409.2251626682
930,1539840.369836149
931,1544458.8710386797
932,1567008.244595783
933,1573733.434485478
934,1570582.9649822556
935,1572602.2044316402
936,1573329.7157409724
937,1572399.5820264076
938,1572619.5787957292
939,1570290.840327192
940,1556723.5601353913
941,1549415.211642815
942,1560621.4080345398
943,1550730.517376726
944,1560400.8704766163
945,1559864.5462730816
946,1563397.3357398543
947,1574650.1386563082
948,1571689.1112188152
949,1568187.0627436251
950,1559560.4981240835
951,1551032.2623246363
952,1549536.151334805
953,1545564.5911545758
954,1556538.8632088876
955,1566059.9246880864
956,1567235.9640234592
957,1568723.0064036322
958,1548642.077453332
959,1552314.8507113312
960,1531655.2864139269
961,1531345.9794944709
962,1530538.754675116
963,1529138.3923827442
964,1527541.86130088
965,1540509.6198661157
966,1527577.7975068074
967,1526816.5751325618
968,1539059.2718559476
969,1505750.2693765992
970,1490139.0324977643
971,1487827.3855420463
972,1486646.0879108529
973,1482007.0393785832
974,1465415.240975558
975,1464393.1798903286
976,1469487.5864112754
977,1494777.3064078537
978,1494882.0793787327
979,1499725.3597501293
980,1515802.424691284
981,1514575.4272179606
982,1506385.5552603637
983,1514687.7492634403
984,1521627.469027057
985,1520606.423976609
986,1516250.3348452796
987,1511241.2327332613
988,1515838.9689536104
989,1519805.4910395537
990,1523394.9006495157
991,1523910.367362155
992,1534606.2796778358
993,1533866.9628986302
994,1524766.930305855
995,1517853.2741148535
996,1527540.397230798
997,1540642.8442340007
998,1529614.5805302686
999,1537383.4951374696
1000,1524113.30617888
1001,1520423.6510558971
1002,1515249.3900297792
1003,1512998.047634889
1004,1498181.692192488
1005,1518297.6870261093
1006,1551035.5387407239
1007,1544239.360938138
1008,1546769.6709233809
1009,1543319.4756790353
1010,1536899.178180832
1011,1541754.7012809468
1012,1553863.2155100466
1013,1553562.7071426897
1014,1549019.493821287
1015,1546488.6651243495
1016,1552305.850251638
1017,1559849.777305621
1018,1562511.9540781963
1019,1573572.7940870754
1020,1577562.0676250986
1021,1560030.637326452
1022,1563139.203598762
1023,1564386.1735612645
1024,1577835.8324226823
1025,1572217.009680101
1026,1564753.1685535042
1027,1580962.9281585184
1028,1563718.2722183468
1029,1582543.0124194734
1030,1584312.2737778707
1031,1582627.2398226561
1032,1588708.6842303053
1033,1590383.8373723833
1034,1590551.947047395
1035,1588473.3429999556
1036,1587355.5824202993
1037,1585390.698660803
1038,1590406.416621726
1039,1575321.9991533607
1040,1570183.552946465
1041,1580281.3766095215
1042,1557901.605549499
1043,1567295.210349837
1044,1583099.2079176125
1045,1578888.5455337462
1046,1578942.2480771402
1047,1577750.6930355532
1048,1592866.8801651648
1049,1593693.1987185522
1050,1597436.0579206613
1051,1603980.042654406
1052,1610020.7720747585
1053,1607524.541800592
1054,1608373.877318476
1055,1618937.969329052
1056,1618054.282509919
1057,1616866.1837559557
1058,1618218.8378242452
1059,1623749.0685416153
1060,1615265.1054381763
1061,1625827.976472358
1062,1620266.4273543041
1063,1628750.953084318
1064,1623391.5523928925
1065,1626621.9061630713
1066,1624943.621363649
1067,1638699.4318271363
1068,1626918.5462891283
1069,1632094.1348759253
1070,1628303.6022204033
1071,1633074.2437610344
1072,1639366.5871921792
1073,1654964.9809002827
1074,1664428.3007878312
1075,1663853.5040893075
1076,1635162.138011689
1077,1650258.531782062
1078,1627145.3317938473
1079,1616803.2854914558
1080,1627974.4469003829
1081,1630589.2224184885
1082,1644093.1347711505
1083,1638377.5711044348
1084,1644972.1099209737
1085,1646879.4920554222
1086,1659684.5813298433
1087,1664778.7827582126
1088,1648296.223667035
1089,1659667.2534963493
1090,1670558.4104185875
1091,1674567.0995101216
1092,1683564.8108592727
1093,1693054.6245414007
1094,1685164.901018544
1095,1689270.0517361336
1096,1689342.4664916624
1097,1697689.0122045383
1098,1699865.3251019886
1099,1697090.5512390959
1100,1708690.3917452055
1101,1705852.489596046
1102,1703989.0612769695
1103,1696362.3983940051
1104,1692111.4876264518
1105,1693584.1321395708
1106,1701703.5856525688
1107,1692436.38950902
1108,1697123.1633558595
1109,1675045.5045477776
1110,1686322.8455820268
1111,1681575.4447867991
1112,1657952.2047167812
1113,1664784.9087827753
1114,1688265.4804357293
1115,1690050.940961602
1116,1676510.517518097
1117,1664431.2766156807
1118,1684447.1335989581
1119,1673778.8650640792
1120,1685513.9232264762
1121,1701886.9392170631
1122,1676364.9311636284
1123,1636796.968679693
1124,1638711.9145189596
1125,1625552.4258017344
1126,1633964.0325402576
1127,1649186.006871722
1128,1662007.2918590833
1129,1650191.8683319562
1130,1660909.6852352605
1131,1656223.5119970513
1132,1664180.952568862
1133,1677504.5410770676
1134,1687918.0527892425
1135,1697642.775945719
1136,1694000.7139987925
1137,1714958.8286979701
1138,1714057.2904677228
1139,1711521.491223262
1140,1708648.457623036
1141,1709558.6193789393
1142,1720085.9869526664
1143,1715490.646324387
1144,1716546.8555010075
1145,1708128.5445986297
1146,1711202.7903580298
1147,1714886.9024874582
1148,1716214.0717061246
1149,1716685.0575965424
1150,1715290.041985413
1151,1711080.5951719852
1152,1728759.9234602097
1153,1734888.7128654162
1154,1734610.8478136444
1155,1724947.596323515
1156,1718020.7017351666
1157,1719349.458033602
1158,1712813.3594859736
1159,1712533.0015224426
1160,1717271.277459742
1161,1710167.6230238848
1162,1686402.571040735
1163,1682448.0831279797
1164,1676702.1251710784
1165,1678405.7091510473
1166,1669377.4327157622
1167,1677199.1154237068
1168,1684382.1359669277
1169,1677632.0526277006
1170,1659286.329194377
1171,1661309.1518076784
1172,1667988.3293197034
1173,1661413.324367687
1174,1662488.3010657039
1175,1675311.5129633609
1176,1676262.137609529
1177,1675920.6956765933
1178,1687975.3022344734
1179,1698530.5751109114
1180,1703122.6545983434
1181,1703681.707659863
1182,1709453.3834611655
1183,1719491.3412876052
1184,1722908.496686687
1185,1734118.702060417
1186,1729129.9308398634
1187,1716465.8688547239
1188,1719438.8127133558
1189,1711145.4848024016
1190,1706279.7546296965
1191,1712497.8138388135
1192,1701681.9449502195
1193,1687447.1335779733
1194,1697362.2804500568
1195,1692506.247170588
1196,1681923.78292402
1197,1688484.7322720466
1198,1676087.265214847
1199,1657609.620706764
1200,1659719.3009442482
1201,1696244.3634957487
1202,1706094.1466164282
1203,1711880.0228347192
1204,1697701.5901923776
1205,1724006.0989821109
1206,1721472.33347516
1207,1722887.2842035706
1208,1724318.4222896872
1209,1731968.159938974
1210,1728974.61090228
1211,1734641.6761458134
1212,1738576.4368593872
1213,1739391.7913590427
1214,1750830.4649725126
1215,1744079.7519390844
1216,1738528.527635419
1217,1744837.8573634354
1218,1751712.957459881
1219,1746039.1111397888
1220,1761053.23515024
1221,1745424.4837463456
1222,1761831.497026734
1223,1763314.5564531803
1224,1759731.1328353898
1225,1768914.4906051003
1226,1773493.5376137875
1227,1779857.9891657906
1228,1780716.4832661883
1229,1780455.3694378808
1230,1772613.6280533546
1231,1785328.6071907876
1232,1792800.5808037622
1233,1795114.9741881553
1234,1796050.9068326452
1235,1800117.2551040926
1236,1802377.367648567
1237,1793793.7566854598
1238,1791499.022282693
1239,1787237.1381766733
1240,1774881.3086087124
1241,1793141.3532961393
1242,1797962.2013811476
1243,1794921.9344909359
1244,1776697.247719265
1245,1763226.0577973977
1246,1760610.6387847427
1247,1770452.6109352103
1248,1765286.8625992942
1249,1793449.5657936279
1250,1792496.502940217
1251,1799305.2413487248
1252,1811634.028187556
1253,1816266.287198003
1254,1824903.1793917462
1255,1823369.5203563995
1256,1824628.9561718702
1257,1830147.601276753
1258,1814858.226939042
1259,1811473.3236197815
1260,1808080.3915169789
1261,1817529.4758959152
1262,1806744.7145767058
1263,1799934.5785976264
1264,1796525.2866400545
1265,1781173.3623253212
1266,1797050.2518662987
1267,1814253.9162643699
1268,1803365.6291408683
1269,1796397.6284231956
1270,1800411.1590229177
1271,1796580.5386698751
1272,1785295.2386337875
1273,1757262.9180680043
1274,1754446.1973056588
1275,1745375.1722372693
1276,1737296.1287453966
1277,1749218.7732742298
1278,1744824.7886606914
