,0
0,639.6433049263433
1,-129.99249792541377
2,0.0
3,0.0
4,0.0
5,0.0
6,935.9643304080237
7,2468.4853386718314
8,404.00707216374576
9,-261.91585860657506
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,751.6300278892741
46,202.5746660484001
47,-296.50957129499875
48,0.0
49,0.0
50,0.0
51,871.2369998819195
52,-158.76886517670937
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,1786.09088653652
59,-1460.7941005034372
60,-181.58068568469025
61,0.0
