,0
0,323.1757272272371
1,1567.7514588667545
2,1311.2670503505506
3,-3338.8722796319053
4,3199.313014358282
5,2203.7366996069904
6,48.625479185953736
7,1953.698507180903
8,2145.368131527677
9,-2631.1385464170016
10,-2090.365308161825
11,-730.0403269128874
12,3482.1132936268114
13,8149.466930355877
14,-1143.4908574870788
15,-358.25914016296156
16,-94.88634569616988
17,-87.16663566790521
18,-65.13820486492477
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,1055.378954789834
37,-590.63112526224
38,-80.77517721103504
39,-326.71148311696015
40,0.0
41,0.0
42,0.0
43,-5.949420326389372
44,-334.3830451283138
45,685.0847718510777
46,912.5949082956649
47,-356.9161245417781
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,904.3298768086825
54,858.4001387702301
55,-1963.0912907856982
56,120.9223492750898
57,-2878.4506566955242
58,-418.72135162958875
59,0.0
60,0.0
61,0.0
