,0
0,-5247.779943250585
1,2305.085867526941
2,1083.0234850284178
3,595.6144491378218
4,4210.189024084015
5,876.37558137835
6,2620.093251046492
7,-639.9517956492491
8,-2078.3767130160704
9,3183.4056090244558
10,2490.1553116682917
11,-4247.3432894737925
12,-5066.41412626137
13,-4641.721919797361
14,-2156.0502386537846
15,2730.8612818734255
16,-928.597087664064
17,161.98179540480487
18,267.3777097950224
19,247.4384212391451
20,-297.51961455959827
21,571.091600258369
22,891.8816793775186
23,-520.5312035803217
24,-121.51752241980284
25,-1301.7759541748092
26,603.1699654369149
27,1066.830059985863
28,-1259.5859640648123
29,1992.4346675206907
30,-4761.467242910294
31,-2921.1578180314973
32,936.0677277825307
33,4733.819215676049
34,-3480.798857541289
35,-953.8791379365139
36,698.6202727179043
37,531.3328391418327
38,-765.412347727688
39,1639.905215004459
40,5428.333374293521
41,268.73076548217796
42,-8347.03735006717
43,1546.195172826061
44,4482.564177769935
45,-1897.528916861862
46,16149.142269921955
47,-4418.325576891191
48,3146.296911635436
49,4865.867360692471
50,1478.8648391815368
51,1061.0987022654153
52,1737.5410514930263
53,-119.40269286488183
54,-5971.564778579399
55,-1581.704654312227
56,-4307.543153891573
57,-6904.307747216895
58,-4855.120979437837
59,6826.20715120784
60,-998.2932212925516
61,7488.455000016838
