,0
0,1071446.419954369
1,1062918.4076488488
2,1069948.3216411755
3,1066151.8858691507
4,1062433.2812015314
5,1068972.548454562
6,1057023.0020735743
7,1054558.7283471006
8,1050981.4803527638
9,1052738.085474721
10,1051575.687389582
11,1060602.381672631
12,1063732.9829099437
13,1066160.444746242
14,1070685.4185503367
15,1076817.7991976186
16,1073316.3192660785
17,1073019.0714014426
18,1070920.663808286
19,1061113.7079390774
20,1055150.959073434
21,1050749.636209667
22,1045530.7185371431
23,1044431.02223092
24,1042293.3017930663
25,1065775.343820997
26,1070412.0641624157
27,1079692.1758955037
28,1082672.1289864453
29,1081274.5216419515
30,1084570.9958766687
31,1095490.9455925573
32,1093758.7700712506
33,1092829.5089948988
34,1088083.699449674
35,1095988.6063627638
36,1100456.5992421403
37,1103414.2855205417
38,1106073.4969402142
39,1101976.8702132376
40,1106203.565105508
41,1108606.7250110812
42,1108093.2176168575
43,1105565.660160163
44,1109575.1296551393
45,1109379.2004626298
46,1124671.4152433942
47,1126638.3979933406
48,1136799.658652364
49,1142256.0855078558
50,1153473.3944617144
51,1144299.0540099991
52,1148304.946107661
53,1151272.3322969053
54,1151993.158394018
55,1153131.5947204758
56,1152218.2861869188
57,1152276.5405846357
58,1153061.6349905352
59,1153027.932923511
60,1145735.8386831004
61,1145260.4674916167
62,1140533.1607447616
